Number,Id,Place,Price Range,Types,Address,Postal Code,City,State,Country,Latitude,Longitude
R & G Lounge,2,"restaurant, food, point_of_interest, establishment",631 Kearny Street 94108,94108,San Francisco,California,United States
China Inn,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",1401 The Alameda 95126,95126,San Jose,California,United States
Koi Palace,2,"restaurant, food, point_of_interest, establishment",365 Gellert Boulevard 94015,94015,Daly City,California,United States
King Wah Chinese Restaurant,,"restaurant, point_of_interest, food, establishment",219 East Washington Avenue 94086,94086,Sunnyvale,California,United States
Chef's Experience China Bistro,2,"restaurant, point_of_interest, food, establishment",22436 Foothill Boulevard 94541,94541,Hayward,California,United States
Koi Palace - Dublin,2,"restaurant, food, point_of_interest, establishment",4288 Dublin Boulevard 94568,94568,Dublin,California,United States
Three Brothers From China,2,"restaurant, food, point_of_interest, establishment",2001 Contra Costa Boulevard 94523,94523,Pleasant Hill,California,United States
The Wok Chinese Cuisine,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",1825 Silverada Boulevard 89512,89512,Reno,Nevada,United States
Chinese Duck House,1,"restaurant, point_of_interest, food, establishment",2960 South Virginia Street 89542,89542,Reno,Nevada,United States
China King,1,"restaurant, food, point_of_interest, establishment",2473 Wingfield Hills Road 89436,89436,Sparks,Nevada,United States
China East,1,"restaurant, food, point_of_interest, establishment",1810 East William Street 89701,89701,Carson City,Nevada,United States
Chinese Village,2,"restaurant, food, point_of_interest, establishment",18132 Wedge Parkway 89511,89511,Reno,Nevada,United States
Szechuan Garden,2,"restaurant, food, point_of_interest, establishment",903 West Moana Lane 89509,89509,Reno,Nevada,United States
Dynasty China Bistro,2,"restaurant, food, point_of_interest, establishment",1185 California Avenue 89509,89509,Reno,Nevada,United States
Golden Dragon,,"restaurant, food, point_of_interest, establishment",3250 Retail Drive 89706,89706,Carson City,Nevada,United States
SF Kitchen,1,"restaurant, point_of_interest, food, establishment",1775 Mill Street 89502,89502,Reno,Nevada,United States
Twin Dragon chinese Restaurant,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",1075 North Hills Boulevard 89506,89506,Reno,Nevada,United States
Soochow,2,"restaurant, food, point_of_interest, establishment",656 East Prater Way 89431,89431,Sparks,Nevada,United States
P.F. Chang's,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",5180 Kietzke Lane 89511,89511,Reno,Nevada,United States
Chin Chin,1,"restaurant, point_of_interest, food, establishment",222 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Silver Chopsticks | Chinese & Phở Restaurant,2,"restaurant, food, point_of_interest, establishment",10580 North McCarran Boulevard 89503,89503,Reno,Nevada,United States
China Noodles,1,"restaurant, point_of_interest, food, establishment",203 North McCarran Boulevard 89431,89431,Sparks,Nevada,United States
CJ Palace,2,"restaurant, food, point_of_interest, establishment",129 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Jia's Wok,1,"restaurant, food, point_of_interest, establishment",477 East Plumb Lane 89502,89502,Reno,Nevada,United States
Bamboo Garden,2,"restaurant, point_of_interest, food, establishment",4250 Cochise Street 89703,89703,Carson City,Nevada,United States
China Kitchen,1,"meal_delivery, restaurant, food, point_of_interest, establishment",6280 Sharlands Avenue 89523,89523,Reno,Nevada,United States
Fortune Palace,2,"restaurant, food, point_of_interest, establishment",1282 Disc Drive 89436,89436,Sparks,Nevada,United States
China Jade Horse,,"restaurant, food, point_of_interest, establishment",963 Topsy Lane 89705,89705,Carson City,Nevada,United States
Shang Hai Restaurant,1,"restaurant, food, point_of_interest, establishment",1269 Baring Boulevard 89434,89434,Sparks,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",635 Booth Street 89509,89509,Reno,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",1220 South Wells Avenue 89502,89502,Reno,Nevada,United States
China Chef,1,"restaurant, point_of_interest, food, establishment",55 West Main Street 89408,89408,Fernley,Nevada,United States
Yang's Kitchen,2,"restaurant, food, point_of_interest, establishment",111 East Telegraph Street 89701,89701,Carson City,Nevada,United States
Panda Kitchen,2,"restaurant, point_of_interest, food, establishment",1986 U.S. 50 89701,89701,Carson City,Nevada,United States
Shanghai Express,,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",727 Nevada 439 89437,89437,McCarran,Nevada,United States
WANG'S TABLE,2,"restaurant, food, point_of_interest, establishment",1086 South Virginia Street 89502,89502,Reno,Nevada,United States
Egg Roll King,1,"restaurant, point_of_interest, food, establishment",194 Lemmon Drive 89506,89506,Reno,Nevada,United States
Hong Kong Diner,1,"restaurant, food, point_of_interest, establishment",9410 Prototype Drive 89521,89521,Reno,Nevada,United States
Chopsticks,,"restaurant, point_of_interest, food, establishment",120 Country Club Drive 89451,89451,Incline Village,Nevada,United States
Asian Wok,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",10555 Stead Boulevard 89506,89506,Reno,Nevada,United States
Ming's Restaurant,2,"restaurant, food, point_of_interest, establishment",2330 South Carson Street 89701,89701,Carson City,Nevada,United States
China Lee,1,"restaurant, food, point_of_interest, establishment",2838 Vista Boulevard 89434,89434,Sparks,Nevada,United States
Asian Wok Mae-Anne,,"restaurant, point_of_interest, food, establishment",2005 Sierra Highlands Drive 89523,89523,Reno,Nevada,United States
Palais De Jade,2,"restaurant, food, point_of_interest, establishment",960 West Moana Lane 89509,89509,Reno,Nevada,United States
Egg Roll King,1,"restaurant, point_of_interest, food, establishment",2253 Oddie Boulevard 89431,89431,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",745 Sparks Boulevard 89434,89434,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",921 Topsy Lane 89705,89705,Carson City,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",5140 Kietzke Lane 89509,89509,Reno,Nevada,United States
CHI,,"restaurant, food, point_of_interest, establishment",2707 South Virginia Street 89502,89502,Reno,Nevada,United States
Egg Roll King,1,"restaurant, food, point_of_interest, establishment",1450 East Prater Way 89434,89434,Sparks,Nevada,United States
Wong's Genghis Khan,1,"restaurant, food, point_of_interest, establishment",5485 Equity Avenue 89502,89502,Reno,Nevada,United States
Wong's Garden,2,"restaurant, food, point_of_interest, establishment",11430 Deerfield Drive 96161,96161,Truckee,California,United States
O'A Chinese Food,1,"restaurant, point_of_interest, food, establishment",3326 South McCarran Boulevard 89502,89502,Reno,Nevada,United States
Shanghai Bistro,,"restaurant, food, point_of_interest, establishment",2303 South Virginia Street 89502,89502,Reno,Nevada,United States
Two Guys from Hong Kong,2,"restaurant, food, point_of_interest, establishment",6015 South Virginia Street 89502,89502,Reno,Nevada,United States
Hong Kong Express,1,"restaurant, food, point_of_interest, establishment",9708 Pyramid Way 89441,89441,Sparks,Nevada,United States
Jazmine,2,"restaurant, food, point_of_interest, establishment",9333 Double R Boulevard 89521,89521,Reno,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",500 North Sierra Street 89503,89503,Reno,Nevada,United States
Sushi Boba Pho Cafe Hong Kong Diner,2,"cafe, restaurant, point_of_interest, food, establishment",180 West Peckham Lane 89509,89509,Reno,Nevada,United States
Panda Express,1,"restaurant, point_of_interest, food, establishment",287 Los Altos Parkway 89436,89436,Sparks,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",5115 Mae Anne Avenue 89523,89523,Reno,Nevada,United States
Panda Express,1,"restaurant, point_of_interest, food, establishment",395 East Plumb Lane 89502,89502,Reno,Nevada,United States
Taiwan Restaurant,1,"restaurant, food, point_of_interest, establishment",5150 Mae Anne Avenue 89523,89523,Reno,Nevada,United States
Panda House,2,"restaurant, point_of_interest, food, establishment",5055 Sun Valley Dr 89433,89433,Sun Valley,Nevada,United States
Chopstix,,"meal_takeaway, restaurant, point_of_interest, food, establishment",9 Retail Road 89403,89403,Dayton,Nevada,United States
Panda Express,1,"restaurant, food, point_of_interest, establishment",547 South Meadows Parkway 89521,89521,Reno,Nevada,United States
101 Taiwanese Cuisine,1,"cafe, meal_takeaway, restaurant, point_of_interest, food, establishment",400 West 5th Street 89503,89503,Reno,Nevada,United States
China Beijing,,"restaurant, food, point_of_interest, establishment",3333 South Tamarac Drive 80231,80231,Denver,Colorado,United States
Hong Kong Station 港味小厨,2,"meal_takeaway, restaurant, point_of_interest, food, establishment",6878 South Yosemite Street 80112,80112,Centennial,Colorado,United States
Golden Shanghai Restaurant,2,"restaurant, food, point_of_interest, establishment",1412 South Parker Road 80231,80231,Denver,Colorado,United States
Golden Wok,2,"meal_delivery, restaurant, point_of_interest, food, establishment",15280 East Hampden Avenue 80014,80014,Aurora,Colorado,United States
Ho Mei Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",8610 Washington Street 80229,80229,Thornton,Colorado,United States
New Peking Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",12601 West Alameda Parkway 80228,80228,Lakewood,Colorado,United States
Taste of China,1,"restaurant, food, point_of_interest, establishment",1935 Federal Boulevard 80204,80204,Denver,Colorado,United States
China Cafe (Iliff),,"meal_delivery, meal_takeaway, restaurant, point_of_interest, food, establishment",16870 East Iliff Avenue 80013,80013,Aurora,Colorado,United States
Hoong's Palace,2,"restaurant, food, point_of_interest, establishment",10333 East Costilla Avenue 80112,80112,Englewood,Colorado,United States
Jackie Chan Chinese Kitchen,1,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",7318 North Federal Boulevard 80030,80030,Westminster,Colorado,United States
Great Wall Chinese Restaurant,1,"meal_delivery, restaurant, food, point_of_interest, establishment",440 East Colfax Avenue 80203,80203,Denver,Colorado,United States
Lotus Chinese Kitchen,1,"restaurant, point_of_interest, food, establishment",1261 West 84th Avenue 80260,80260,Denver,Colorado,United States
China Gourmet Longmont,2,"restaurant, food, point_of_interest, establishment",1345 Dry Creek Drive 80503,80503,Longmont,Colorado,United States
Li's Chinese Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",11187 Sheridan Boulevard 80020,80020,Westminster,Colorado,United States
Rose Garden Chinese Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",7503 West 80th Avenue 80003,80003,Arvada,Colorado,United States
China Dragon,1,"restaurant, food, point_of_interest, establishment",1329 West 38th Avenue 80211,80211,Denver,Colorado,United States
New china restaurant,,"restaurant, food, point_of_interest, establishment",3890 Kipling Street 80033,80033,Wheat Ridge,Colorado,United States
Beijing Chinese Cafe,1,"restaurant, food, point_of_interest, establishment",6173 West Colfax Avenue 80214,80214,Lakewood,Colorado,United States
New China Cafe,1,"restaurant, point_of_interest, food, establishment",609 East Alameda Avenue 80209,80209,Denver,Colorado,United States
East China Asian Cuisine,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",15510 East Centretech Parkway 80011,80011,Aurora,Colorado,United States
Imperial Chinese Restaurant,2,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",431 South Broadway 80209,80209,Denver,Colorado,United States
Szechuan Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",9090 West 6th Avenue 80215,80215,Lakewood,Colorado,United States
Star Kitchen,2,"restaurant, food, point_of_interest, establishment",2917 West Mississippi Avenue 80219,80219,Denver,Colorado,United States
China Gourmet (Boulder),2,"meal_delivery, restaurant, food, point_of_interest, establishment",3970 Broadway 80304,80304,Boulder,Colorado,United States
Ho Wei Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",7262 Broadway 80221,80221,Denver,Colorado,United States
Little Dragon,2,"meal_delivery, restaurant, point_of_interest, food, establishment",1305 Krameria Street 80220,80220,Denver,Colorado,United States
Hu Nan Express,1,"restaurant, food, point_of_interest, establishment",145 South Sheridan Boulevard 80226,80226,Lakewood,Colorado,United States
Shanghai Garden,2,"restaurant, food, point_of_interest, establishment",2500 East Arapahoe Road 80122,80122,Centennial,Colorado,United States
The East Cafe Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",15140 East Mississippi Avenue 80012,80012,Aurora,Colorado,United States
Peking-Tokyo Restaurant,1,"restaurant, food, point_of_interest, establishment",3355 South Wadsworth Boulevard 80227,80227,Lakewood,Colorado,United States
Chan's Inn Chinese Restaurant,,"restaurant, food, point_of_interest, establishment",3985 East 120th Avenue 80233,80233,Thornton,Colorado,United States
Ho Mei Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",3740 Peoria Street 80239,80239,Denver,Colorado,United States
Wokano Asian Bistro,1,"meal_delivery, restaurant, food, point_of_interest, establishment",1078 Ogden Street 80218,80218,Denver,Colorado,United States
United Chinese Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",12161 Sheridan Boulevard 80020,80020,Broomfield,Colorado,United States
Ho Mei Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",5280 West 38th Avenue 80212,80212,Wheat Ridge,Colorado,United States
Fortune City,2,"meal_delivery, restaurant, food, point_of_interest, establishment",1939 South Wadsworth Boulevard 80227,80227,Lakewood,Colorado,United States
Heaven Dragon Restaurant,,"restaurant, point_of_interest, food, establishment",3730 East 120th Avenue 80233,80233,Thornton,Colorado,United States
Red Lantern,1,"meal_delivery, restaurant, food, point_of_interest, establishment",8770 Wadsworth Boulevard 80003,80003,Arvada,Colorado,United States
Hong Kong Cafe Restaurant,2,"restaurant, food, point_of_interest, establishment",10890 East Dartmouth Avenue 80014,80014,Denver,Colorado,United States
Panda Garden Chinese Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",9682 Washington Street 80229,80229,Thornton,Colorado,United States
Golden Sun Chinese Restaurant,1,"meal_delivery, restaurant, food, point_of_interest, establishment",1635 28th Street 80301,80301,Boulder,Colorado,United States
Heaven Dragon Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",99 North Kuner Road 80601,80601,Brighton,Colorado,United States
Tasty Asia,1,"restaurant, food, point_of_interest, establishment",736 Main Street 80501,80501,Longmont,Colorado,United States
Tea Garden,2,"restaurant, point_of_interest, food, establishment",10290 Ralston Road 80004,80004,Arvada,Colorado,United States
Ho Ho Chinese Restaurant,,"restaurant, point_of_interest, food, establishment",3350 North Downing Street 80205,80205,Denver,Colorado,United States
Jin Chan Zhang Restaurant,1,"restaurant, food, point_of_interest, establishment",2835 28th Street 80301,80301,Boulder,Colorado,United States
New China City Chinese Restaurant,1,"meal_delivery, restaurant, food, point_of_interest, establishment",10300 East Colfax Avenue 80010,80010,Aurora,Colorado,United States
Peking Garden,1,"restaurant, food, point_of_interest, establishment",15750 South Golden Road 80401,80401,Golden,Colorado,United States
Hunan Dynasty Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment",9882 West Belleview Avenue 80123,80123,Littleton,Colorado,United States
Tasty House Chinese Restaurant,2,"restaurant, point_of_interest, food, establishment",804 North Ridge Road 80104,80104,Castle Rock,Colorado,United States
Heaven Dragon Arvada,2,"restaurant, point_of_interest, food, establishment",16255 West 64th Avenue 80007,80007,Arvada,Colorado,United States
South Garden,2,"meal_delivery, restaurant, food, point_of_interest, establishment",8000 East Quincy Avenue 80237,80237,Denver,Colorado,United States
Great Wall Chinese Restaurant in Brighton CO,2,"restaurant, point_of_interest, food, establishment",1591 East Bridge Street 80601,80601,Brighton,Colorado,United States
Happy Cafe Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",945 South Federal Boulevard 80219,80219,Denver,Colorado,United States
Golden Town,2,"meal_takeaway, meal_delivery, restaurant, food, point_of_interest, establishment",5976 East 64th Avenue 80022,80022,Commerce City,Colorado,United States
China Lee,1,"meal_delivery, restaurant, food, point_of_interest, establishment",4662 South Yosemite Street 80111,80111,Greenwood Village,Colorado,United States
China Chef Express,2,"meal_delivery, restaurant, food, point_of_interest, establishment",980-A South Peoria Street 80012,80012,Aurora,Colorado,United States
He-Xing Garden,2,"meal_delivery, restaurant, food, point_of_interest, establishment",1535 South Kipling Parkway 80232,80232,Lakewood,Colorado,United States
Chinatown Bistro,2,"meal_delivery, restaurant, food, point_of_interest, establishment",1789 Ogden Street 80218,80218,Denver,Colorado,United States
Heaven Dragon Chinese Restaurant,1,"meal_delivery, restaurant, point_of_interest, food, establishment",1100 U.S. 287 80020,80020,Broomfield,Colorado,United States
Little Asia Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",4624 Imperial Highway 90304,90304,Inglewood,California,United States
Lucky China,1,"restaurant, point_of_interest, food, establishment",248 Carson Street 90745,90745,Carson,California,United States
Silver Palace Chinese Restaurant,2,"restaurant, food, point_of_interest, establishment",15326 East Whittier Boulevard 90603,90603,Whittier,California,United States
Peking Restaurant,2,"restaurant, food, point_of_interest, establishment",8566 Westminster Boulevard 92683,92683,Westminster,California,United States
Golden Dragon,2,"restaurant, food, point_of_interest, establishment",2023 Harbor Boulevard 92627,92627,Costa Mesa,California,United States
HU's Szechwan Restaurant,1,"restaurant, food, point_of_interest, establishment",10450 National Boulevard 90034,90034,Los Angeles,California,United States
Super Wok Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",5418 Reseda Boulevard 91356,91356,Los Angeles,California,United States
Peking Kitchen,2,"restaurant, food, point_of_interest, establishment",413 West 17th Street 92706,92706,Santa Ana,California,United States
Hoy's Wok Chinese Food,1,"restaurant, food, point_of_interest, establishment",8520 West 3rd Street 90048,90048,Los Angeles,California,United States
Moon House,2,"restaurant, food, point_of_interest, establishment",11058 Santa Monica Boulevard 90025,90025,Los Angeles,California,United States
Al Palace Chinese Restaurant,1,"restaurant, point_of_interest, food, establishment",270 Bristol Street 92626,92626,Costa Mesa,California,United States
Orange Blossom Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",3804 East Chapman Avenue 92869,92869,Orange,California,United States
Golden City Chinese Cuisine,1,"meal_delivery, restaurant, point_of_interest, food, establishment",17719 Vanowen Street 91335,91335,Los Angeles,California,United States
Fortune House Chinese Cuisine,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",6031 San Vicente Boulevard 90036,90036,Los Angeles,California,United States
Ho Ho China,1,"restaurant, point_of_interest, food, establishment",11568 Rosecrans Avenue 90650,90650,Norwalk,California,United States
Foo-Chow Restaurant,1,"restaurant, food, point_of_interest, establishment",949 North Hill Street 90012,90012,Los Angeles,California,United States
Chu's Garden,1,"restaurant, food, point_of_interest, establishment",1101 South Prairie Avenue 90301,90301,Inglewood,California,United States
Golden Palace Chinese Restaurant,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",9116 Telegraph Road 90240,90240,Downey,California,United States
Twin Dragon Chinese Restaurant & Bar,2,"restaurant, food, point_of_interest, establishment",8597 West Pico Boulevard 90035,90035,Los Angeles,California,United States
Go China Restaurant,2,"restaurant, food, point_of_interest, establishment",136 North Lake Avenue 91101,91101,Pasadena,California,United States
Little Wang Kung Chinese Food,,"restaurant, food, point_of_interest, establishment",691 Hoover Street 90005,90005,Los Angeles,California,United States
Hong Kong Express,1,"restaurant, food, point_of_interest, establishment",4031 West Chapman Avenue 92868,92868,Orange,California,United States
Little China Restaurant,2,"restaurant, food, point_of_interest, establishment",18026 South Western Avenue 90248,90248,Gardena,California,United States
China Kitchen,1,"meal_takeaway, restaurant, food, point_of_interest, establishment",1830 West Lincoln Avenue 92801,92801,Anaheim,California,United States
New Garden Restaurant,2,"restaurant, food, point_of_interest, establishment",18740 Colima Road 91748,91748,Rowland Heights,California,United States
Bamboo Cuisine - Restaurant & Bar - Chinese Food Delivery and Takeout,2,"meal_delivery, meal_takeaway, bar, restaurant, food, point_of_interest, establishment",14010 Ventura Boulevard 91423,91423,Los Angeles,California,United States
Century Dragon,1,"restaurant, food, point_of_interest, establishment",3711 Magnolia Boulevard 91505,91505,Burbank,California,United States
Hop Li Seafood Restaurant,2,"meal_delivery, restaurant, food, point_of_interest, establishment", 90064,90064,Los Angeles,California,United States
Chi's Chinese Cuisine,2,"restaurant, food, point_of_interest, establishment",9635 Reseda Boulevard 91324,91324,Los Angeles,California,United States
Little China Restaurant LA,,"restaurant, food, point_of_interest, establishment",3636 West Olympic Boulevard 90019,90019,Los Angeles,California,United States
Oriental Chinese Cuisine,,"restaurant, food, point_of_interest, establishment",1448 North Kraemer Boulevard 92870,92870,Placentia,California,United States
Diamond Palace Chinese Seafood,2,"restaurant, food, point_of_interest, establishment",225 Gentle Springs Lane 91765,91765,Diamond Bar,California,United States
Mandarin Chinese & Japanese Cuisine,1,"restaurant, food, point_of_interest, establishment",2618 Pico Boulevard 90405,90405,Santa Monica,California,United States
O K Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",7400 Van Nuys Boulevard 91405,91405,Los Angeles,California,United States
Dragon Bowl Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",701 South Harbor Boulevard 92704,92704,Santa Ana,California,United States
Hong Kong Express,1,"restaurant, point_of_interest, food, establishment",14262 Newport Avenue 92780,92780,Tustin,California,United States
Tasty Zone Szechwan Cuisine,2,"meal_takeaway, restaurant, food, point_of_interest, establishment",3930 South Bristol Street 92704,92704,Santa Ana,California,United States
Yang Chow Restaurant,2,"restaurant, food, point_of_interest, establishment",3777 East Colorado Boulevard 91107,91107,Pasadena,California,United States
New China Restaurant,1,"restaurant, point_of_interest, food, establishment",11121 1st Avenue 90603,90603,Whittier,California,United States
Golden China Restaurant,2,"restaurant, food, point_of_interest, establishment",1115 Fair Oaks Avenue 91030,91030,South Pasadena,California,United States
Seafood Town Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",22922 Hawthorne Boulevard 90505,90505,Torrance,California,United States
China Palace Restaurant,2,"bar, restaurant, food, point_of_interest, establishment",13444 Newport Avenue 92780,92780,Tustin,California,United States
Chen's Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",2131 East Broadway 90803,90803,Long Beach,California,United States
Golden Wall Chinese Cuisine,1,"restaurant, food, point_of_interest, establishment",15820 Imperial Highway 90638,90638,La Mirada,California,United States
Canaan Chinese Cuisine,2,"restaurant, food, point_of_interest, establishment",2668 East Garvey Avenue South 91791,91791,West Covina,California,United States
China Garden,2,"restaurant, food, point_of_interest, establishment",14825 Jeffrey Road 92618,92618,Irvine,California,United States
Sam Woo Village BBQ,2,"restaurant, food, point_of_interest, establishment",6450 Sepulveda Boulevard 91411,91411,Los Angeles,California,United States
Red Lantern Chinese Cuisine,2,"restaurant, food, point_of_interest, establishment",926 South Grand Avenue 91740,91740,Glendora,California,United States
Panda Inn,2,"restaurant, point_of_interest, food, establishment",201 North Maryland Avenue 91206,91206,Glendale,California,United States
New Peking Restaurant Cerritos,1,"restaurant, food, point_of_interest, establishment",19131 Bloomfield Avenue 90703,90703,Cerritos,California,United States
Kung Pao Bistro,2,"restaurant, point_of_interest, food, establishment",7853 Santa Monica Boulevard 90046,90046,West Hollywood,California,United States
Ping Pong Chinese Cuisine,2,"meal_delivery, meal_takeaway, restaurant, food, point_of_interest, establishment",17267 Ventura Boulevard 91316,91316,Los Angeles,California,United States
Red Lantern,,"restaurant, food, point_of_interest, establishment",746 North Brea Boulevard 92821,92821,Brea,California,United States
Royal Wok Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",1868 North Tustin Street 92865,92865,Orange,California,United States
Lucky Chinese Food,1,"restaurant, food, point_of_interest, establishment",18525 Brookhurst Street 92708,92708,Fountain Valley,California,United States
Yang Chow Restaurant,2,"restaurant, food, point_of_interest, establishment",819 North Broadway 90012,90012,Los Angeles,California,United States
Oriental Chinese Restaurant,1,"restaurant, food, point_of_interest, establishment",2380 West Whittier Boulevard 90631,90631,La Habra,California,United States
Chang's Garden,2,"restaurant, point_of_interest, food, establishment",627 West Duarte Road 91007,91007,Arcadia,California,United States
Dragon Street Chinese,2,"restaurant, food, point_of_interest, establishment",5001 Lankershim Boulevard 91601,91601,Los Angeles,California,United States
Phoenix Inn Chinese Cuisine - Alhambra,2,"store, restaurant, food, point_of_interest, establishment",208 East Valley Boulevard 91801,91801,Alhambra,California,United States
